,policy,t_test,p_value,gamma,alpha,reward_scheme
410,2x496teq,-3.342787175524489,0.00042869471718732323,0.5,0.3699999999999999,constant
396,2ys8h4ek,-3.6672053808349716,0.00012848140611880588,0.5,0.3599999999999999,constant
397,override-block,-4.205785031914329,1.9698747296775795e-05,0.5,0.3599999999999999,constant
413,override-catchup,-4.88096404448503,1.0841435162918867e-06,0.5,0.3699999999999999,constant
504,release-block,-3.5114356840959946,0.00027596772717684436,0.5,0.4299999999999998,constant
