	network	network_description	compute	protocol	k	protocol_description	block_interval	activation_delay	number_activations	activations	incentive_scheme	incentive_scheme_description	strategy	strategy_description	reward	machine_duration_s	error	compute_weakest	compute_strongest	compute_gini	activations_weakest	activations_strongest	activations_gini	reward_weakest	reward_strongest	reward_gini	efficiency_weakest	efficiency_strongest	efficiency_gini	activations_compute_gini_delta	reward_activations_gini_delta
89	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	120.0	30.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block			4478.|8884.|13375.|17777.|22343.|26765.|31434.|35825.|40406.|45100.	18.502516027		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.018174660189052182	0.18304537171198157	0.30192136760462196	1.0044023315309303	1.0036812907101975	0.0023613875351576725	0.0006437999999998612	0.0012775676046219986
90	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	2	Bₖ with k=2	30.0	15.0	1000000	18103|36294|54692|73034|90966|108769|127714|145491|163399|181538	constant	1 per confirmed pow solution			17171.|34465.|52052.|69464.|86743.|103892.|122047.|139181.|156475.|174128.	40.420039032		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018103	0.181538	0.2996488	0.017968476943716005	0.18221506920129174	0.30108537093273674	0.9925690186000112	1.0037296279637968	0.002022856986830155	-0.000351200000000107	0.001436570932736747
91	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	2	Bₖ with k=2	30.0	15.0	1000000	18103|36294|54692|73034|90966|108769|127714|145491|163399|181538	block	1 per confirmed block			8711.|17237.|26122.|34673.|43511.|51769.|61245.|69342.|78266.|86933.	41.856254326		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018103	0.181538	0.2996488	0.018231134197974504	0.18194090107134858	0.3003867654230037	1.0070780642973265	1.0022193759507574	0.002364755778398771	-0.000351200000000107	0.0007379654230036947
92	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	600.0	150.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	1 per confirmed pow solution			18031.|35888.|54309.|72601.|90536.|108565.|127380.|145287.|162571.|181892.	22.637806802		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.018084167452309792	0.18242833931759372	0.3007628427577077	0.9994013513296376	1.0002979553971165	0.00017689084311864987	0.0006437999999998612	0.00011904275770774353
93	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	600.0	150.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block			4529.|8908.|13689.|18058.|22717.|27372.|31702.|36246.|40396.|45648.	23.593606323		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.018169418089182196	0.1831304033859547	0.3004268549535634	1.0041126327262888	1.0041475395942114	0.003194752021090436	0.0006437999999998612	-0.00021694504643654522
94	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	1	Bₖ with k=1	600.0	600.0	1000000	18067|36552|54663|72357|90827|109400|127607|145149|164015|181363	constant	1 per confirmed pow solution			18038.|36482.|54563.|72231.|90684.|109221.|127389.|144910.|163747.|181068.	41.651730146		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018067	0.181363	0.29986579999999996	0.018068119555298683	0.1813703443640549	0.2998870116484179	1.0000619668621622	1.000040495382492	5.4524039183074796e-05	-0.00013420000000013976	2.1211648417951423e-05
95	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	1	Bₖ with k=1	600.0	600.0	1000000	18067|36552|54663|72357|90827|109400|127607|145149|164015|181363	block	1 per confirmed block			18038.|36482.|54563.|72231.|90684.|109221.|127389.|144910.|163747.|181068.	43.604792953		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018067	0.181363	0.29986579999999996	0.018068119555298683	0.1813703443640549	0.2998870116484179	1.0000619668621622	1.000040495382492	5.4524039183074796e-05	-0.00013420000000013976	2.1211648417951423e-05
96	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	120.0	30.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	1 per confirmed pow solution			17771.|35400.|53578.|71696.|89432.|107238.|125884.|143663.|160829.|180057.	26.074470323		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.01803159257590701	0.18269734198638726	0.30129146424121395	0.9964958594035374	1.0017729609834036	0.0008956269498693431	0.0006437999999998612	0.0006476642412139855
97	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	120.0	30.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block			4481.|8882.|13377.|17779.|22348.|26763.|31444.|35815.|40403.|45095.	27.825167924		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.01818683615612837	0.18302507843352125	0.3018718520051788	1.0050752227758148	1.0035700178398306	0.0023818516784514794	0.0006437999999998612	0.0012280520051788368
98	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	60.0	15.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	1 per confirmed pow solution			17442.|34844.|52692.|70558.|88093.|105599.|124135.|141720.|158712.|177873.	27.565889289		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.017950575711045337	0.18305944005565686	0.30198915679017935	0.9920185526966199	1.0037584307832084	0.0018795049236066865	0.0006437999999998612	0.0013453567901793861
99	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	60.0	15.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block			4317.|8775.|13007.|17782.|21967.|26366.|31016.|35438.|39565.|44684.	29.29600237		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.017771502200340034	0.18394760350243086	0.3026091216341384	0.9821222547853017	1.0086284421158216	0.004468633006113522	0.0006437999999998612	0.0019653216341384283
100	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	4	Bₖ with k=4	30.0	7.5	1000000	18278|36530|54679|72793|91115|108290|127298|145916|163365|181736	constant	1 per confirmed pow solution			17241.|34502.|51738.|68951.|86343.|102903.|121009.|138983.|155725.|173529.	31.211010591		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018278	0.181736	0.2995842000000001	0.018130786477152747	0.1824846149639719	0.3011925243237104	0.991945862630088	1.0041192442002238	0.002208074313285032	-0.0004158000000000217	0.0016083243237103306
101	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	4	Bₖ with k=4	30.0	7.5	1000000	18278|36530|54679|72793|91115|108290|127298|145916|163365|181736	block	1 per confirmed block			4349.|8621.|12941.|17350.|21571.|25744.|30089.|34929.|38832.|43305.	33.74704052		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018278	0.181736	0.2995842000000001	0.018293785833568194	0.18215966785989207	0.3005123437835201	1.0008636521265015	1.002331226943985	0.0023556604507594375	-0.0004158000000000217	0.000928143783520019
102	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	8	Bₖ with less leader modification with k=8	120.0	15.0	1000000	18113|36208|54456|72959|90936|109052|126858|145653|162947|182818	constant	1 per confirmed pow solution			17789.|35608.|53571.|71786.|89513.|107353.|125017.|143694.|160673.|180492.	11.90494662		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018113	0.182818	0.3005316	0.018050808932760763	0.1831483841639134	0.30116103972010033	0.9965664954872612	1.0018071752448523	0.0008588649649838402	0.0005315999999999099	0.0006294397201003221
103	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	8	Bₖ with less leader modification with k=8	120.0	15.0	1000000	18113|36208|54456|72959|90936|109052|126858|145653|162947|182818	block	1 per confirmed block			2251.|4464.|6657.|9025.|11290.|13387.|15476.|17963.|20163.|22511.	13.126691468		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018113	0.182818	0.3005316	0.01827303205695406	0.18273843830923717	0.30052927662821566	1.0088352043810556	0.9995648038444637	0.003287928984656078	0.0005315999999999099	-2.3233717843518242e-06
104	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	30.0	7.5	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	1 per confirmed pow solution			16818.|33577.|51006.|68429.|85435.|102705.|120689.|137930.|154592.|173575.	28.793414548		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.01780142174275686	0.18372468658574279	0.30342098912311743	0.9837757249382073	1.0074061356648578	0.0040700031755724125	0.0006437999999998612	0.002777189123117474
105	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	4	Bₖ with less leader modification with k=4	30.0	7.5	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block			4153.|8396.|12810.|16963.|21299.|25607.|29958.|34403.|38646.|43954.	30.463905842		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.017583376025132415	0.18609672762067667	0.30535588024844507	0.9717256714635212	1.0204126005937066	0.006396674720032507	0.0006437999999998612	0.004712080248445105
106	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	4	Bₖ with k=4	600.0	150.0	1000000	18301|36452|54640|72869|90656|109108|127305|145275|163395|181999	constant	1 per confirmed pow solution			18259.|36338.|54484.|72669.|90400.|108817.|126985.|144924.|162941.|181551.	32.607329824		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018301	0.181999	0.29968179999999994	0.018307184509629343	0.18203010323170585	0.29973029012360536	1.000337932879588	1.0001708978165036	0.0001328384768069084	-0.00031820000000015725	4.8490123605415825e-05
107	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	4	Bₖ with k=4	600.0	150.0	1000000	18301|36452|54640|72869|90656|109108|127305|145275|163395|181999	block	1 per confirmed block			4525.|9102.|13543.|18257.|22688.|26981.|31734.|36478.|40457.|45577.	33.548296542		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018301	0.181999	0.29968179999999994	0.018147764917262235	0.18278910091360462	0.30013074411852	0.9916269557544525	1.0043412376639687	0.0031765424431718157	-0.00031820000000015725	0.0004489441185200338
108	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	8	Bₖ with k=8	300.0	37.5	1000000	18155|36321|54461|72654|91080|109493|127473|144990|163131|182242	constant	1 per confirmed pow solution			18033.|36090.|54124.|72232.|90514.|108887.|126750.|144210.|162299.|181285.	21.686482843		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018155	0.182242	0.2999967999999999	0.01813411582986734	0.18230151323781404	0.30018261827952664	0.9988496739117235	1.0003265615929042	0.0002877556828946043	-3.2000000002030404e-06	0.00018581827952673935
109	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	8	Bₖ with k=8	300.0	37.5	1000000	18155|36321|54461|72654|91080|109493|127473|144990|163131|182242	block	1 per confirmed block			2208.|4508.|6792.|8979.|11357.|13591.|15702.|18158.|20328.|22680.	22.792823124		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018155	0.182242	0.2999967999999999	0.01776304674867059	0.182457382364062	0.30105548538651516	0.9784107269992062	1.0011818481143864	0.004082405508290041	-3.2000000002030404e-06	0.0010586853865152679
110	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	8	Bₖ with less leader modification with k=8	300.0	37.5	1000000	18018|36372|54297|72980|91022|108971|126943|145592|163277|182528	constant	1 per confirmed pow solution			17897.|36091.|53968.|72526.|90512.|108314.|126150.|144755.|162407.|181612.	14.966603645		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018018	0.182528	0.3005237999999999	0.01800082878040538	0.18266561526887085	0.3007603859059052	0.9990469963594949	1.000753940594708	0.00038977628431005395	0.0005237999999997967	0.0002365859059053066
111	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	8	Bₖ with less leader modification with k=8	300.0	37.5	1000000	18018|36372|54297|72980|91022|108971|126943|145592|163277|182528	block	1 per confirmed block			2253.|4458.|6715.|9028.|11339.|13540.|15762.|18072.|20493.|22619.	16.357683895		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018018	0.182528	0.3005237999999999	0.01812856556618576	0.182001786303398	0.30152077181181053	1.0061363950597049	0.9971170795899698	0.0033398760380069065	0.0005237999999997967	0.0009969718118106319
112	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	30.0	7.5	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)			16798.|33544.|50981.|68424.|85397.|102665.|120695.|137958.|154672.|173630.	23.9225474		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.017780101697355107	0.1837813464526591	0.3036049214406984	0.9825974963998402	1.0077168151856026	0.004349039780019252	0.0006437999999998612	0.002961121440698433
113	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	30.0	7.5	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	discount	1 per confirmed pow solution			15914.75|31822.25|48363.5|64973.|81078.|97541.25|114773.5|131204.|147211.5|165319.25	26.115555917		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.017718472813991522	0.18405596297487978	0.3042116964910972	0.9791916448738062	1.0092226028648807	0.005199039146828893	0.0006437999999998612	0.0035678964910972333
114	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	30.0	7.5	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	punish	max k per confirmed block, 1 per pow solution on longest chain of votes			15738.|31632.|48244.|64737.|80922.|97393.|114732.|131419.|147431.|165953.	27.929293079		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.017521690579280137	0.1847615400116455	0.3055951841514316	0.9683166940746138	1.0130914495029197	0.007372900037672791	0.0006437999999998612	0.004951384151431648
115	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	30.0	7.5	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)			15129.75|30410.5|46340.5|62244.|77770.|93643.75|110364.75|126365.5|141852.|159635.	29.635824606		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.01751623650551675	0.18481497807684638	0.30575758829970157	0.9680152807690937	1.0133844631189006	0.007554846879323619	0.0006437999999998612	0.005113788299701605
116	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	30.0	7.5	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block			4142.|8383.|12818.|16969.|21305.|25599.|29956.|34395.|38648.|43976.	30.72311451		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.017536654656612655	0.18618829675982573	0.30547353624820595	0.9691436671242142	1.0209146959535116	0.006744600625600935	0.0006437999999998612	0.004829736248205985
117	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	2	Bₖ with k=2	600.0	300.0	1000000	18264|36486|54977|72512|90783|108822|127483|145599|163428|181646	constant	1 per confirmed pow solution			18216.|36384.|54840.|72321.|90562.|108562.|127192.|145279.|163056.|181298.	49.955895168		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018264	0.181646	0.2995094	0.018257810385783443	0.18171412534704473	0.299611109440619	0.999661103032383	1.0003750445759594	0.00013436403493332586	-0.0004906000000001187	0.00010170944061899112
118	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	2	Bₖ with k=2	600.0	300.0	1000000	18264|36486|54977|72512|90783|108822|127483|145599|163428|181646	block	1 per confirmed block			9175.|18161.|27602.|36200.|45345.|54008.|63604.|72714.|81405.|90641.	51.60097954		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018264	0.181646	0.2995094	0.018392117950105744	0.18169808862294654	0.29915245913141086	1.0070147804481901	1.0002867589869666	0.00186873222026235	-0.0004906000000001187	-0.00035694086858911733
119	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	60.0	15.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)			17435.|34811.|52700.|70578.|88069.|105618.|124124.|141712.|158707.|177910.	22.114023041		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.017943445470862355	0.1830982726539215	0.3020379472739547	0.9916245079227607	1.0039713591516417	0.001971333862909991	0.0006437999999998612	0.00139414727395476
120	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	60.0	15.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	discount	1 per confirmed pow solution			16916.75|33818.75|51199.25|68596.|85591.25|102717.5|120774.5|137864.25|154484.|173294.75	24.117191677		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.017896455672901657	0.18333082960507036	0.3024622404277355	0.9890276691296853	1.0052465242033972	0.002566695224461763	0.0006437999999998612	0.001818440427735546
121	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	60.0	15.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	punish	max k per confirmed block, 1 per pow solution on longest chain of votes			16859.|33690.|51115.|68503.|85485.|102695.|120840.|137827.|154591.|173652.	25.970731568		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.017835361176907445	0.18370876914955403	0.30311597798270734	0.9856513499258052	1.0073188565779883	0.003513429907796634	0.0006437999999998612	0.0024721779827073798
122	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	60.0	15.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)			16487.25|32985.|50019.25|67053.|83669.|100542.25|118333.|134972.75|151417.5|170127.75	27.788818424		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.017812370102097894	0.18380132815582859	0.3032900040973124	0.9843807738103285	1.0078263796145754	0.003755288003591415	0.0006437999999998612	0.0026462040973124212
123	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	60.0	15.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block			4319.|8774.|13007.|17784.|21962.|26352.|31027.|35438.|39573.|44680.	28.776310805		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.01777980865813697	0.18393189415271122	0.30262148232310754	0.9825813019141735	1.008542304016533	0.004450361981496154	0.0006437999999998612	0.001977682323107577
124	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	600.0	150.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)			18030.|35889.|54310.|72599.|90538.|108564.|127377.|145288.|162572.|181893.	21.425936678		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.018083164503640704	0.1824293422662628	0.3007640462961105	0.999345924489677	1.0003034548031122	0.00017929870693996335	0.0006437999999998612	0.00012024629611051552
125	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	600.0	150.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	discount	1 per confirmed pow solution			17979.5|35777.5|54142.25|72378.75|90264.25|108238.5|127002.75|144859.5|162109.75|181402.25	23.147452524		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.018085208040999643	0.1824687800192123	0.30081456110968613	0.999458858303379	1.0005197013785534	0.00021419846321981176	0.0006437999999998612	0.0001707611096861683
126	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	600.0	150.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	punish	max k per confirmed block, 1 per pow solution on longest chain of votes			17956.|35766.|54117.|72366.|90277.|108233.|127024.|144879.|162111.|181426.	24.825726736		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.01806156987592478	0.1824926696541284	0.30089724439347987	0.9981525214658624	1.000650693926373	0.0003975872896073841	0.0006437999999998612	0.0002534443934799069
127	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	600.0	150.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)			17924.|35685.25|53997.5|72204.|90068.5|107990.25|126738.25|144553.|161764.|181052.	26.172884925		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.01806897187862518	0.18251637450172092	0.30091483998994933	0.9985615848922453	1.0007806732413662	0.0003763726784264953	0.0006437999999998612	0.00027103998994937317
128	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	600.0	150.0	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block			4529.|8908.|13689.|18058.|22718.|27372.|31701.|36246.|40396.|45648.	27.11953279		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.018095	0.182374	0.30064379999999996	0.018169418089182196	0.1831304033859547	0.300425250235693	1.0041126327262888	1.0041475395942114	0.0031961315052533037	0.0006437999999998612	-0.00021854976430696338
129	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	300.0	75.0	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)			17755.|35984.|53938.|72430.|90269.|108857.|126242.|144814.|162652.|181235.	21.796652538		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.017879	0.182163	0.3006986	0.0178590108793614	0.18229669595725506	0.30099298313377115	0.9988819777035294	1.000733935855553	0.00044371607086408823	0.0006985999999998826	0.00029438313377117
130	honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	300.0	75.0	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	discount	1 per confirmed pow solution			17644.75|35767.75|53625.5|72001.75|89741.75|108223.25|125518.|144007.25|161744.|180258.	23.740281523		0.01818181818181818	0.18181818181818182	0.3000000000000001	0.017879	0.182163	0.3006986	0.01784944746351155	0.1823491804008368	0.30108200847317024	0.9983470811293446	1.0010220538794201	0.0005530412412139143	0.0006985999999998826	0.0003834084731702547
