	network	network_description	compute	protocol	k	protocol_description	block_interval	activation_delay	number_activations	activations	incentive_scheme	incentive_scheme_description	strategy	strategy_description	reward	ca_time	ca_height	machine_duration_s	error	version	attacker_compute	attacker_relative_activations	attacker_relative_reward	attacker_efficiency
1861	gamma-0.5-alpha-0.25	1 attacker, alpha=0.25, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.25|0.375|0.375	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	2508|3682|3810	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	1540.|110.|2939.	10076.4786628	4589	0.226921198		local-v0.4-47-g351acb8	0.25	0.2508	0.33558509479189363	1.338058591674217
1862	gamma-0.9-alpha-0.2	1 attacker, alpha=0.2, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.2|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	1988|749|727|714|734|721|742|709|742|755|710|709	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	1665.|749.|727.|714.|734.|721.|742.|709.|742.|755.|710.|709.	10016.4828171	9677	0.651355798		local-v0.4-47-g351acb8	0.19999999999994006	0.1988	0.17205745582308565	0.8654801600758836
1863	gamma-0.9-alpha-0.2	1 attacker, alpha=0.2, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.2|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	2044|756|708|710|700|720|732|717|794|705|709|705	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	105.|554.|67.|48.|82.|166.|83.|104.|760.|211.|169.|694.	9900.84683402	3043	0.893677545		local-v0.4-47-g351acb8	0.19999999999994006	0.2044	0.0345054222806441	0.16881322055109638
1864	gamma-0.9-alpha-0.2	1 attacker, alpha=0.2, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.2|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	1977|688|722|787|779|727|728|730|709|750|687|716	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	1977.|688.|722.|787.|779.|727.|728.|730.|709.|750.|687.|716.	9914.92881791	10000	0.76216167		local-v0.4-47-g351acb8	0.19999999999994006	0.1977	0.1977	1.0
1865	gamma-0.5-alpha-0.25	1 attacker, alpha=0.25, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.25|0.375|0.375	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	2510|3700|3790	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	2055.|2884.|99.	9993.65747928	5038	0.230102722		local-v0.4-47-g351acb8	0.25	0.251	0.40789996030170705	1.6250994434330959
1866	gamma-0.5-alpha-0.25	1 attacker, alpha=0.25, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.25|0.375|0.375	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	2591|3713|3696	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	2591.|3713.|3696.	10021.2843366	10000	0.248169329		local-v0.4-47-g351acb8	0.25	0.2591	0.2591	1.0
1867	gamma-0.5-alpha-0.25	1 attacker, alpha=0.25, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.25|0.375|0.375	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	2513|3751|3736	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2018.|3750.|3736.	10104.671429	9504	0.247005016		local-v0.4-47-g351acb8	0.25	0.2513	0.21233164983164984	0.8449329479970148
1868	two-agents-0.45	2 nodes, alpha=0.45, no propagation delays	0.45|0.55	tailstorm	32	Tailstorm with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	4461|5539	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	2831.375|3566.625	9891.9709502	312	6.55079088		local-v0.4-47-g351acb8	0.45	0.4461	0.44254063769928104	0.9920211560172182
1869	gamma-0.75-alpha-0.25	1 attacker, alpha=0.25, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.25|0.1875|0.1875|0.1875|0.1875	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	2451|1873|1904|1924|1848	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	2258.|7.|30.|1158.|46.	10041.831164	3499	0.303672283		local-v0.4-47-g351acb8	0.25	0.2451	0.6453272363532437	2.632914061008746
1870	gamma-0.75-alpha-0.25	1 attacker, alpha=0.25, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.25|0.1875|0.1875|0.1875|0.1875	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	2478|1789|2012|1831|1890	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	2478.|1789.|2012.|1831.|1890.	10011.9084827	10000	0.330895354		local-v0.4-47-g351acb8	0.25	0.2478	0.2478	1.0
1871	gamma-0.75-alpha-0.25	1 attacker, alpha=0.25, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.25|0.1875|0.1875|0.1875|0.1875	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	2586|1843|1819|1883|1869	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2032.|1843.|1819.|1882.|1869.	10056.1443368	9445	0.326231712		local-v0.4-47-g351acb8	0.25	0.2586	0.21514028586553732	0.8319423273996029
1872	gamma-0.75-alpha-0.25	1 attacker, alpha=0.25, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.25|0.1875|0.1875|0.1875|0.1875	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	2425|1919|1966|1839|1851	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	600.|75.|1389.|941.|6.	10026.4708309	3011	0.528231483		local-v0.4-47-g351acb8	0.25	0.2425	0.19926934573231483	0.8217292607518137
1873	gamma-0-alpha-0.33	1 attacker, alpha=0.33, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.33|0.67	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3257|6743	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	2278.|5650.	9895.0553443	7928	0.194194199		local-v0.4-47-g351acb8	0.33	0.3257	0.28733602421796167	0.8822106976296029
1874	gamma-0-alpha-0.33	1 attacker, alpha=0.33, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.33|0.67	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3257|6743	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	2412.|5760.	9834.64663213	8172	0.20587209		local-v0.4-47-g351acb8	0.33	0.3257	0.29515418502202645	0.906214875720069
1875	two-agents-0.45	2 nodes, alpha=0.45, no propagation delays	0.45|0.55	tailstorm	32	Tailstorm with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	4542|5458	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	3442.9375|2295.0625	9847.20820554	236	6.906361189		local-v0.4-47-g351acb8	0.45	0.4542	0.6000239630533287	1.3210567218259108
1876	two-agents-0.5	2 nodes, alpha=0.5, no propagation delays	0.5|0.5	tailstorm	32	Tailstorm with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	5091|4909	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	5064.71875|4879.28125	9975.72376084	312	4.359029546		local-v0.4-47-g351acb8	0.5	0.5091	0.5093240899034593	1.0004401687359248
1877	gamma-0-alpha-0.33	1 attacker, alpha=0.33, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.33|0.67	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3320|6680	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	3320.|6680.	9939.88601117	10000	0.20692792		local-v0.4-47-g351acb8	0.33	0.332	0.332	1.0
1878	gamma-0-alpha-0.33	1 attacker, alpha=0.33, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.33|0.67	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3265|6735	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2497.|6735.	9995.39939016	9232	0.179550999		local-v0.4-47-g351acb8	0.33	0.3265	0.2704722703639515	0.8283989903949509
1879	gamma-0.9-alpha-0.25	1 attacker, alpha=0.25, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.25|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	2462|640|684|713|724|667|703|662|703|669|669|704	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	233.|502.|6.|94.|682.|78.|543.|73.|11.|154.|53.|439.	10069.2060032	2868	0.636008598		local-v0.4-47-g351acb8	0.25000000000004996	0.2462	0.08124128312412832	0.32998084128403055
1880	gamma-0.5-alpha-0.33	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.33|0.335|0.335	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3286|3399|3315	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	2918.|2362.|48.	10165.4405934	5328	0.26209315		local-v0.4-47-g351acb8	0.33	0.3286	0.5476726726726727	1.6666849442260276
1881	gamma-0.5-alpha-0.33	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.33|0.335|0.335	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3353|3246|3401	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	3353.|3246.|3401.	10060.7163641	10000	0.254519322		local-v0.4-47-g351acb8	0.33	0.3353	0.3353	1.0
1882	gamma-0.5-alpha-0.33	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.33|0.335|0.335	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3220|3338|3442	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2442.|3338.|3441.	10115.0373126	9221	0.237128482		local-v0.4-47-g351acb8	0.33	0.322	0.2648302787116365	0.8224542817131568
1883	gamma-0.9-alpha-0.25	1 attacker, alpha=0.25, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.25|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	2483|718|714|667|683|658|720|644|667|669|680|697	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	2483.|718.|654.|667.|683.|658.|720.|644.|667.|669.|680.|697.	10105.9944301	9940	0.675773009		local-v0.4-47-g351acb8	0.25000000000004996	0.2483	0.24979879275653924	1.006036217303823
1884	gamma-0.9-alpha-0.25	1 attacker, alpha=0.25, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.25|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	2471|736|635|711|670|661|717|635|693|698|664|709	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2003.|736.|634.|711.|670.|661.|717.|635.|693.|698.|664.|709.	9976.97139002	9531	0.670438529		local-v0.4-47-g351acb8	0.25000000000004996	0.2471	0.21015633196936312	0.8504910237529871
1885	two-agents-0.5	2 nodes, alpha=0.5, no propagation delays	0.5|0.5	tailstorm	32	Tailstorm with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	5027|4973	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	4377.65625|1063.34375	10109.1319174	208	5.920412095		local-v0.4-47-g351acb8	0.5	0.5027	0.8045683238375299	1.6004939801820763
1886	gamma-0.75-alpha-0.33	1 attacker, alpha=0.33, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.33|0.1675|0.1675|0.1675|0.1675	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3261|1749|1646|1666|1678	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	3150.|15.|4.|11.|808.	9974.77141856	3988	0.29960597		local-v0.4-47-g351acb8	0.33	0.3261	0.7898696088264794	2.4221699136046593
1887	gamma-0.75-alpha-0.33	1 attacker, alpha=0.33, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.33|0.1675|0.1675|0.1675|0.1675	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3286|1680|1715|1644|1675	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2512.|1680.|1715.|1644.|1152.	10144.5570798	8703	0.277879483		local-v0.4-47-g351acb8	0.33	0.3286	0.2886361024933931	0.8783813222562176
1888	gamma-0.75-alpha-0.33	1 attacker, alpha=0.33, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.33|0.1675|0.1675|0.1675|0.1675	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3297|1679|1685|1673|1666	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	3297.|1679.|1685.|1673.|1666.	9765.62605947	10000	0.389336385		local-v0.4-47-g351acb8	0.33	0.3297	0.3297	1.0
1889	gamma-0-alpha-0.4	1 attacker, alpha=0.4, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.4|0.6	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	4049|5951	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	2497.|4699.	9967.6318373	7196	0.220869444		local-v0.4-47-g351acb8	0.4	0.4049	0.3469983324068927	0.8569976102911651
1890	gamma-0.9-alpha-0.25	1 attacker, alpha=0.25, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.25|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	2487|642|651|654|701|702|719|687|706|692|718|641	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	200.|498.|101.|112.|239.|251.|171.|133.|146.|497.|215.|477.	9820.71373419	3040	1.275554728		local-v0.4-47-g351acb8	0.25000000000004996	0.2487	0.06578947368421052	0.2645334687744693
1891	gamma-0-alpha-0.4	1 attacker, alpha=0.4, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.4|0.6	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3919|6081	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	3204.|4863.	9999.91144701	8067	0.178213352		local-v0.4-47-g351acb8	0.4	0.3919	0.3971736705094831	1.0134566739206
1892	gamma-0.5-alpha-0.33	1 attacker, alpha=0.33, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.33|0.335|0.335	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3330|3335|3335	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	426.|2582.|1132.	10186.905952	4140	0.857555301		local-v0.4-47-g351acb8	0.33	0.333	0.10289855072463767	0.30900465683074374
1893	gamma-0.9-alpha-0.33	1 attacker, alpha=0.33, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.33|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3269|568|615|616|607|617|620|659|608|632|590|599	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	3255.|5.|6.|8.|10.|3.|2.|14.|6.|146.|8.|9.	10001.5803355	3472	0.491026631		local-v0.4-47-g351acb8	0.329999999999967	0.3269	0.9375	2.8678494952584885
1894	gamma-0-alpha-0.4	1 attacker, alpha=0.4, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.4|0.6	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3950|6050	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	3950.|6050.	10002.6883916	10000	0.22411639		local-v0.4-47-g351acb8	0.4	0.395	0.395	1.0
1895	gamma-0-alpha-0.4	1 attacker, alpha=0.4, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.4|0.6	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	4028|5972	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2901.|5972.	9888.69685971	8873	0.196943984		local-v0.4-47-g351acb8	0.4	0.4028	0.32694691761523725	0.8116854955691094
1896	gamma-0.5-alpha-0.4	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.4|0.3|0.3	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	4070|3015|2915	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	3811.|19.|1744.	10195.7248238	5574	0.229177468		local-v0.4-47-g351acb8	0.4	0.407	0.6837100825260136	1.6798773526437683
1897	gamma-0.9-alpha-0.33	1 attacker, alpha=0.33, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.33|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3409|587|609|605|593|590|655|587|603|584|595|583	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	3409.|587.|609.|605.|593.|590.|655.|587.|603.|584.|595.|583.	9769.78338789	10000	0.678572347		local-v0.4-47-g351acb8	0.329999999999967	0.3409	0.3409	1.0
1898	gamma-0.5-alpha-0.4	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.4|0.3|0.3	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3963|2987|3050	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2843.|2987.|3050.	9980.96995236	8880	0.267526835		local-v0.4-47-g351acb8	0.4	0.3963	0.32015765765765763	0.8078669130902287
1899	gamma-0.9-alpha-0.33	1 attacker, alpha=0.33, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.33|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3349|590|616|580|600|621|595|624|602|604|592|627	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2502.|590.|616.|580.|600.|621.|595.|624.|602.|604.|592.|627.	10070.7802876	9153	0.699724948		local-v0.4-47-g351acb8	0.329999999999967	0.3349	0.27335299901671584	0.8162227501245621
1900	gamma-0.5-alpha-0.4	1 attacker, alpha=0.4, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.4|0.3|0.3	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3949|3021|3030	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	3948.|3021.|3030.	9748.96250625	9999	0.352254804		local-v0.4-47-g351acb8	0.4	0.3949	0.39483948394839485	0.9998467560101162
1901	gamma-0.75-alpha-0.4	1 attacker, alpha=0.4, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.4|0.15|0.15|0.15|0.15	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3914|1550|1536|1512|1488	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	3822.|3.|643.|26.|9.	9929.24818875	4503	0.347329692		local-v0.4-47-g351acb8	0.4	0.3914	0.8487674883411059	2.16854238206721
1902	gamma-0.9-alpha-0.33	1 attacker, alpha=0.33, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.33|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091|0.0609090909091	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3363|599|667|585|593|613|564|599|605|591|635|586	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	3157.|1.|32.|30.|15.|21.|22.|28.|48.|1.|26.|35.	10138.7668298	3416	0.934138402		local-v0.4-47-g351acb8	0.329999999999967	0.3363	0.9241803278688525	2.7480830445104147
1903	gamma-0.75-alpha-0.4	1 attacker, alpha=0.4, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.4|0.15|0.15|0.15|0.15	tailstorm	1	Tailstorm with k=1, 'discount' rewards, and 'optimal' sub block selection	1.0	1.0	10000	3960|1576|1455|1486|1523	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	3960.|1576.|1455.|1486.|1523.	10092.0905862	10000	0.328484145		local-v0.4-47-g351acb8	0.4	0.396	0.396	1.0
