	network	network_description	compute	protocol	k	protocol_description	block_interval	activation_delay	number_activations	activations	incentive_scheme	incentive_scheme_description	strategy	strategy_description	reward	ca_time	ca_height	machine_duration_s	error	version	attacker_compute	attacker_relative_activations	attacker_relative_reward	attacker_efficiency
226	gamma-0.75-alpha-0.1	1 attacker, alpha=0.1, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.1|0.225|0.225|0.225|0.225	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1005|2229|2205|2266|2295	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-selfish_release	SSZ'16-like attack space; ad-hoc selfish policy w/ release on adopt	981.875|2209.84375|2186.84375|2243.|2277.46875	9943.95547947	9147	0.127683304		local-v0.4-47-g351acb8	0.1	0.1005	0.09918899892350577	0.9869552131692116
227	gamma-0.75-alpha-0.1	1 attacker, alpha=0.1, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.1|0.225|0.225|0.225|0.225	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1014|2163|2265|2273|2285	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	1014.|2163.03125|2265.|2273.|2284.9375	9928.22878209	9999	0.142896399		local-v0.4-47-g351acb8	0.1	0.1014	0.10140031687599024	1.0000031250097656
228	gamma-0.75-alpha-0.1	1 attacker, alpha=0.1, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.1|0.225|0.225|0.225|0.225	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1014|2163|2265|2273|2285	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	1014.|2163.03125|2265.|2273.|2284.875	9928.22878209	9999	0.147692386		local-v0.4-47-g351acb8	0.1	0.1014	0.10140095063391219	1.0000093750878913
229	gamma-0.9-alpha-0.1	1 attacker, alpha=0.1, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.1|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	966|784|774|828|879|860|779|846|865|850|792|777	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-fn19pkel	SSZ'16-like attack space; Improved? version of Feng and Niu @ ICDCS '19.	961.1875|781.40625|771.78125|826.53125|876.875|858.625|777.3125|844.625|862.0625|848.78125|789.71875|774.53125	9929.689819	9181	0.187447282		local-v0.4-47-g351acb8	0.09999999999998002	0.0966	0.09637474541751527	0.9976681720239675
230	gamma-0.9-alpha-0.1	1 attacker, alpha=0.1, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.1|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	966|784|774|828|879|860|779|846|865|850|792|777	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-fn19pkel	SSZ'16-like attack space; Improved? version of Feng and Niu @ ICDCS '19.	956.375|775.28125|765.21875|819.90625|870.1875|852.0625|772.|839.625|853.4375|843.21875|783.34375|767.53125	9929.689819	9181	0.195917745		local-v0.4-47-g351acb8	0.09999999999998002	0.0966	0.09662122484545782	1.0002197188970787
231	gamma-0.9-alpha-0.1	1 attacker, alpha=0.1, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.1|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	996|840|839|811|812|838|809|774|800|850|818|813	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-fn19	SSZ'16-like attack space; Feng and Niu. Selfish mining in Ethereum. ICDCS '19.	993.71875|836.5|837.75|806.9375|808.53125|834.46875|806.40625|770.90625|798.|846.84375|814.5625|810.53125	9966.35031611	9102	0.212166989		local-v0.4-47-g351acb8	0.09999999999998002	0.0996	0.09971933455634477	1.0011981381159114
232	gamma-0.9-alpha-0.1	1 attacker, alpha=0.1, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.1|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	996|840|839|811|812|838|809|774|800|850|818|813	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-fn19	SSZ'16-like attack space; Feng and Niu. Selfish mining in Ethereum. ICDCS '19.	988.78125|828.8125|832.8125|800.9375|800.59375|829.15625|800.09375|765.59375|792.9375|839.90625|808.0625|805.40625	9966.35031611	9102	0.222461506		local-v0.4-47-g351acb8	0.09999999999998002	0.0996	0.09994661680022995	1.0034800883557224
233	gamma-0.9-alpha-0.1	1 attacker, alpha=0.1, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.1|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	988|847|839|811|785|826|798|816|805|823|849|813	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-selfish_discard	SSZ'16-like attack space; ad-hoc selfish policy w/ discard on adopt	983.1875|844.40625|837.84375|809.46875|782.125|825.6875|795.90625|813.90625|802.71875|821.15625|846.15625|811.59375	9982.45823278	9173	0.213555302		local-v0.4-47-g351acb8	0.09999999999998002	0.0988	0.09857350089136613	0.997707498900467
234	gamma-0.9-alpha-0.1	1 attacker, alpha=0.1, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.1|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	988|847|839|811|785|826|798|816|805|823|849|813	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-selfish_discard	SSZ'16-like attack space; ad-hoc selfish policy w/ discard on adopt	978.375|837.40625|831.59375|803.90625|774.25|820.625|789.90625|808.40625|796.71875|814.34375|837.71875|805.34375	9982.45823278	9173	0.222006449		local-v0.4-47-g351acb8	0.09999999999998002	0.0988	0.09883979731969503	1.0004028068795043
235	gamma-0.9-alpha-0.1	1 attacker, alpha=0.1, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.1|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	998|826|820|836|853|762|843|840|777|798|844|803	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-selfish_release	SSZ'16-like attack space; ad-hoc selfish policy w/ release on adopt	992.1875|824.5625|817.8125|834.0625|851.0625|759.96875|840.375|837.34375|776.3125|796.15625|843.28125|800.625	10042.4880551	9160	0.198965882		local-v0.4-47-g351acb8	0.09999999999998002	0.0998	0.09947988469733049	0.9967924318369789
236	gamma-0.9-alpha-0.1	1 attacker, alpha=0.1, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.1|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	998|826|820|836|853|762|843|840|777|798|844|803	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-selfish_release	SSZ'16-like attack space; ad-hoc selfish policy w/ release on adopt	986.375|818.0625|810.125|826.9375|846.0625|753.78125|832.625|830.21875|771.9375|790.84375|838.15625|794.	10042.4880551	9160	0.206646959		local-v0.4-47-g351acb8	0.09999999999998002	0.0998	0.0996426451832864	0.9984232984297234
237	gamma-0-alpha-0.2	1 attacker, alpha=0.2, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.2|0.8	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2005|7995	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-fn19pkel	SSZ'16-like attack space; Improved? version of Feng and Niu @ ICDCS '19.	1949.9375|7891.8125	9918.22943308	8501	0.124034016		local-v0.4-47-g351acb8	0.2	0.2005	0.19812914369903725	0.9881752802944501
238	gamma-0-alpha-0.2	1 attacker, alpha=0.2, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.2|0.8	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2005|7995	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-fn19pkel	SSZ'16-like attack space; Improved? version of Feng and Niu @ ICDCS '19.	1894.875|7776.375	9918.22943308	8501	0.12784024		local-v0.4-47-g351acb8	0.2	0.2005	0.19592865451725475	0.9772002719065074
239	gamma-0-alpha-0.2	1 attacker, alpha=0.2, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.2|0.8	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1947|8053	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-fn19	SSZ'16-like attack space; Feng and Niu. Selfish mining in Ethereum. ICDCS '19.	1731.125|7896.875	10097.2948442	8388	0.093640369		local-v0.4-47-g351acb8	0.2	0.1947	0.17980110095554633	0.923477662843073
240	gamma-0-alpha-0.2	1 attacker, alpha=0.2, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.2|0.8	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1947|8053	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-fn19	SSZ'16-like attack space; Feng and Niu. Selfish mining in Ethereum. ICDCS '19.	1672.0625|7836.3125	10097.2948442	8388	0.09700902		local-v0.4-47-g351acb8	0.2	0.1947	0.1758515519213325	0.9031923570689907
241	gamma-0.9-alpha-0.1	1 attacker, alpha=0.1, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.1|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1003|818|814|788|845|826|816|849|813|794|828|806	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	1003.|818.|814.|788.|845.|826.|816.|849.|813.|794.|828.|806.	10158.1916601	10000	0.199096719		local-v0.4-47-g351acb8	0.09999999999998002	0.1003	0.1003	1.0
242	gamma-0.9-alpha-0.1	1 attacker, alpha=0.1, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.1|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1003|818|814|788|845|826|816|849|813|794|828|806	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	1003.|818.|814.|788.|845.|826.|816.|849.|813.|794.|828.|806.	10158.1916601	10000	0.207257909		local-v0.4-47-g351acb8	0.09999999999998002	0.1003	0.1003	1.0
243	gamma-0-alpha-0.2	1 attacker, alpha=0.2, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.2|0.8	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2006|7994	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-selfish_discard	SSZ'16-like attack space; ad-hoc selfish policy w/ discard on adopt	1949.75|8003.875	10176.3461591	8547	0.122550934		local-v0.4-47-g351acb8	0.2	0.2006	0.19588340931067827	0.9764875838019854
244	gamma-0-alpha-0.2	1 attacker, alpha=0.2, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.2|0.8	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2006|7994	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-selfish_discard	SSZ'16-like attack space; ad-hoc selfish policy w/ discard on adopt	1893.5|7879.25	10176.3461591	8547	0.126477475		local-v0.4-47-g351acb8	0.2	0.2006	0.19375303778363306	0.9658675861596863
245	gamma-0-alpha-0.2	1 attacker, alpha=0.2, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.2|0.8	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2057|7943	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2057.|7943.	9902.36932375	10000	0.095213971		local-v0.4-47-g351acb8	0.2	0.2057	0.2057	1.0
246	gamma-0-alpha-0.2	1 attacker, alpha=0.2, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.2|0.8	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2057|7943	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2057.|7943.	9902.36932375	10000	0.098623619		local-v0.4-47-g351acb8	0.2	0.2057	0.2057	1.0
247	gamma-0-alpha-0.2	1 attacker, alpha=0.2, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.2|0.8	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1977|8023	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-selfish_release	SSZ'16-like attack space; ad-hoc selfish policy w/ release on adopt	1919.25|8033.46875	10010.5621333	8549	0.110763859		local-v0.4-47-g351acb8	0.2	0.1977	0.19283675628832575	0.9754008916961343
248	gamma-0-alpha-0.2	1 attacker, alpha=0.2, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.2|0.8	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1977|8023	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-selfish_release	SSZ'16-like attack space; ad-hoc selfish policy w/ release on adopt	1861.5|7918.40625	10010.5621333	8549	0.114057327		local-v0.4-47-g351acb8	0.2	0.1977	0.19033924788389459	0.962768072250352
249	gamma-0.5-alpha-0.2	1 attacker, alpha=0.2, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.2|0.4|0.4	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2008|3943|4049	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-fn19	SSZ'16-like attack space; Feng and Niu. Selfish mining in Ethereum. ICDCS '19.	1934.|3862.09375|3964.75	9936.77839022	8330	0.114251473		local-v0.4-47-g351acb8	0.2	0.2008	0.1981386086628013	0.9867460590776957
250	gamma-0.5-alpha-0.2	1 attacker, alpha=0.2, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.2|0.4|0.4	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2008|3943|4049	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-fn19	SSZ'16-like attack space; Feng and Niu. Selfish mining in Ethereum. ICDCS '19.	1899.1875|3808.71875|3908.25	9936.77839022	8330	0.117449843		local-v0.4-47-g351acb8	0.2	0.2008	0.1974996506530351	0.9835639972760711
251	gamma-0.5-alpha-0.2	1 attacker, alpha=0.2, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.2|0.4|0.4	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2022|3977|4001	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-fn19pkel	SSZ'16-like attack space; Improved? version of Feng and Niu @ ICDCS '19.	1991.|3947.|3969.0625	9849.36936219	8483	0.129580044		local-v0.4-47-g351acb8	0.2	0.2022	0.20096774397052608	0.9939057565307917
252	gamma-0.5-alpha-0.2	1 attacker, alpha=0.2, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.2|0.4|0.4	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2022|3977|4001	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-fn19pkel	SSZ'16-like attack space; Improved? version of Feng and Niu @ ICDCS '19.	1959.875|3868.8125|3892.875	9849.36936219	8483	0.133793064		local-v0.4-47-g351acb8	0.2	0.2022	0.20160082291298337	0.9970367107467032
253	gamma-0.5-alpha-0.2	1 attacker, alpha=0.2, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.2|0.4|0.4	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2023|4006|3971	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-selfish_discard	SSZ'16-like attack space; ad-hoc selfish policy w/ discard on adopt	1989.3125|4001.|3962.78125	10094.6149735	8499	0.128667277		local-v0.4-47-g351acb8	0.2	0.2023	0.19986875939955856	0.9879820039523408
254	gamma-0.5-alpha-0.2	1 attacker, alpha=0.2, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.2|0.4|0.4	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2023|4006|3971	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-selfish_discard	SSZ'16-like attack space; ad-hoc selfish policy w/ discard on adopt	1955.5|3925.9375|3891.09375	10094.6149735	8499	0.132934619		local-v0.4-47-g351acb8	0.2	0.2023	0.20010168808618545	0.9891334062589493
255	gamma-0-alpha-0.5	1 attacker, alpha=0.5, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.5|0.5	nakamoto	1	Nakamoto consensus	1.0	1.0	10000	4987|5013	constant	1 per confirmed block	ssz-eyal-sirer-2014	SSZ'16 attack space; Eyal and Sirer 2014	4927.|333.	10007.8295341	5260	3.298749131		local-v0.4-47-g351acb8	0.5	0.4987	0.9366920152091255	1.8782675259858141
256	gamma-0.5-alpha-0.2	1 attacker, alpha=0.2, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.2|0.4|0.4	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2077|3976|3947	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2077.|3976.|3947.	10029.9845056	10000	0.102166908		local-v0.4-47-g351acb8	0.2	0.2077	0.2077	1.0
257	gamma-0.5-alpha-0.2	1 attacker, alpha=0.2, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.2|0.4|0.4	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2077|3976|3947	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2077.|3976.|3947.	10029.9845056	10000	0.105526351		local-v0.4-47-g351acb8	0.2	0.2077	0.2077	1.0
258	gamma-0.5-alpha-0.2	1 attacker, alpha=0.2, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.2|0.4|0.4	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1974|4010|4016	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-selfish_release	SSZ'16-like attack space; ad-hoc selfish policy w/ release on adopt	1942.75|4000.125|4008.875	10072.6299603	8549	0.11312342		local-v0.4-47-g351acb8	0.2	0.1974	0.1952169216469465	0.9889408391435994
259	gamma-0.5-alpha-0.2	1 attacker, alpha=0.2, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.2|0.4|0.4	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1974|4010|4016	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-selfish_release	SSZ'16-like attack space; ad-hoc selfish policy w/ release on adopt	1911.5|3923.|3937.875	10072.6299603	8549	0.116517278		local-v0.4-47-g351acb8	0.2	0.1974	0.1956023996213817	0.9908936151032508
260	gamma-0.75-alpha-0.2	1 attacker, alpha=0.2, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.2|0.2|0.2|0.2|0.2	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1975|2019|2033|1991|1982	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-fn19pkel	SSZ'16-like attack space; Improved? version of Feng and Niu @ ICDCS '19.	1959.9375|2003.1875|2011.34375|1971.59375|1961.875	9806.67043797	8511	0.145901184		local-v0.4-47-g351acb8	0.2	0.1975	0.1978148832690961	1.0015943456663094
261	gamma-0.75-alpha-0.2	1 attacker, alpha=0.2, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.2|0.2|0.2|0.2|0.2	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1975|2019|2033|1991|1982	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-fn19pkel	SSZ'16-like attack space; Improved? version of Feng and Niu @ ICDCS '19.	1944.875|1956.9375|1964.96875|1929.53125|1920.75	9806.67043797	8511	0.151200849		local-v0.4-47-g351acb8	0.2	0.1975	0.20015050844841226	1.0134202959413279
262	gamma-0.75-alpha-0.2	1 attacker, alpha=0.2, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.2|0.2|0.2|0.2|0.2	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2052|2043|1950|1930|2025	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-fn19	SSZ'16-like attack space; Feng and Niu. Selfish mining in Ethereum. ICDCS '19.	2031.875|2017.6875|1916.375|1902.96875|1991.9375	9926.13393856	8306	0.121190003		local-v0.4-47-g351acb8	0.2	0.2052	0.20605488247392623	1.0041660939275157
263	gamma-0.75-alpha-0.2	1 attacker, alpha=0.2, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.2|0.2|0.2|0.2|0.2	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	2052|2043|1950|1930|2025	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-fn19	SSZ'16-like attack space; Feng and Niu. Selfish mining in Ethereum. ICDCS '19.	2014.5|1982.5625|1878.75|1871.28125|1950.6875	9926.13393856	8306	0.125622516		local-v0.4-47-g351acb8	0.2	0.2052	0.20772792745763366	1.012319334588858
264	gamma-0.75-alpha-0.2	1 attacker, alpha=0.2, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.2|0.2|0.2|0.2|0.2	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1939|2035|2021|2069|1936	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-selfish_release	SSZ'16-like attack space; ad-hoc selfish policy w/ release on adopt	1923.375|2027.71875|2011.65625|2062.5|1930.3125	10011.1584506	8578	0.11924422		local-v0.4-47-g351acb8	0.2	0.1939	0.1931960147907263	0.9963693387866235
265	gamma-0.75-alpha-0.2	1 attacker, alpha=0.2, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.2|0.2|0.2|0.2|0.2	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1939|2035|2021|2069|1936	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-selfish_release	SSZ'16-like attack space; ad-hoc selfish policy w/ release on adopt	1907.75|1981.78125|1969.40625|2020.9375|1893.9375	10011.1584506	8578	0.123692693		local-v0.4-47-g351acb8	0.2	0.1939	0.19518995274361975	1.0066526701579153
266	gamma-0.75-alpha-0.2	1 attacker, alpha=0.2, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.2|0.2|0.2|0.2|0.2	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1977|1992|2027|1987|2017	constant	base reward 1; uncles yield 3.215% and 93.75%	ssz-selfish_discard	SSZ'16-like attack space; ad-hoc selfish policy w/ discard on adopt	1960.|1982.|2017.6875|1979.28125|2012.65625	9792.86954635	8545	0.134743473		local-v0.4-47-g351acb8	0.2	0.1977	0.19695275897152476	0.9962203286369488
267	gamma-0.75-alpha-0.2	1 attacker, alpha=0.2, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.2|0.2|0.2|0.2|0.2	ethereum	1	Ethereum's adaptation of GHOST with height-preference, work-progress, and uncle cap 2	1.0	1.0	10000	1977|1992|2027|1987|2017	discount	base reward 1; uncles yield 3.215% and (8 - d) / 8	ssz-selfish_discard	SSZ'16-like attack space; ad-hoc selfish policy w/ discard on adopt	1943.|1940.75|1973.6875|1939.09375|1976.21875	9792.86954635	8545	0.145492375		local-v0.4-47-g351acb8	0.2	0.1977	0.19881814228339004	1.0056557525715228
