network	network_description	compute	protocol	k	protocol_description	block_interval	activation_delay	number_activations	activations	incentive_scheme	incentive_scheme_description	strategy	strategy_description	reward	machine_duration_s	error	
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	16	Bₖ with less leader modification with k=16	600.	37.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	constant	1 per confirmed pow solution	none		17820.|36117.|54157.|72651.|90546.|109163.|126646.|145176.|163122.|181722.	24.148477566		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	16	Bₖ with less leader modification with k=16	600.	37.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	block	1 per confirmed block	none		1097.|2176.|3324.|4540.|5706.|6749.|8006.|9064.|10174.|11484.	26.400363412		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	16	Bₖ with less leader modification with k=16	30.	1.875	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	constant	1 per confirmed pow solution	none		16611.|33777.|50576.|68228.|85280.|102903.|119883.|137829.|155035.|173142.	27.96420969		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	16	Bₖ with less leader modification with k=16	30.	1.875	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	block	1 per confirmed block	none		942.|1921.|2962.|4161.|5177.|6407.|7396.|8538.|10017.|11433.	29.925162055		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	32	Bₖ with less leader modification with k=32	120.	3.75	1000000	18018|36372|54297|72980|91022|108971|126943|145592|163277|182528	constant	1 per confirmed pow solution	none		17678.|35712.|53418.|71828.|89545.|107326.|125073.|143601.|161085.|180206.	24.291509675		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	32	Bₖ with less leader modification with k=32	120.	3.75	1000000	18018|36372|54297|72980|91022|108971|126943|145592|163277|182528	block	1 per confirmed block	none		533.|1052.|1658.|2209.|2788.|3262.|3899.|4472.|5102.|5821.	25.647481322		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	32	Bₖ with k=32	30.	0.9375	1000000	18319|36121|54240|72643|91260|109318|127342|145692|163510|181555	constant	1 per confirmed pow solution	none		17104.|33913.|51008.|68362.|85890.|103161.|120621.|137977.|155235.|172745.	32.647071514		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	32	Bₖ with k=32	30.	0.9375	1000000	18319|36121|54240|72643|91260|109318|127342|145692|163510|181555	block	1 per confirmed block	none		490.|1050.|1527.|2165.|2634.|3076.|3853.|4339.|4981.|5448.	34.236156986		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	32	Bₖ with k=32	300.	9.375	1000000	18257|36388|54670|73158|90825|108849|126724|145157|163751|182221	constant	1 per confirmed pow solution	none		18128.|36130.|54342.|72705.|90293.|108207.|126003.|144319.|162873.|181240.	31.020846721		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	32	Bₖ with k=32	300.	9.375	1000000	18257|36388|54670|73158|90825|108849|126724|145157|163751|182221	block	1 per confirmed block	none		566.|1114.|1766.|2249.|2807.|3417.|3910.|4414.|5161.|5666.	32.712050209		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	16	Bₖ with k=16	300.	18.75	1000000	18134|36202|54083|72914|90826|109321|127889|145247|163479|181905	constant	1 per confirmed pow solution	none		18032.|35994.|53751.|72474.|90263.|108676.|127159.|144400.|162565.|180974.	40.883486661		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	16	Bₖ with k=16	300.	18.75	1000000	18134|36202|54083|72914|90826|109321|127889|145247|163479|181905	block	1 per confirmed block	none		1119.|2351.|3373.|4531.|5566.|6759.|7949.|9013.|10294.|11188.	43.476145905		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	300.	18.75	1000000	17987|36200|54606|72951|91324|109073|127148|144761|163553|182397	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17820.|35983.|54171.|72495.|90758.|108443.|126379.|143982.|162740.|181517.	35.695497019		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	300.	18.75	1000000	17987|36200|54606|72951|91324|109073|127148|144761|163553|182397	discount	1 per confirmed pow solution	none		17126.|34591.875|52050.375|69676.8125|87252.3125|104289.3125|121524.5|138464.0625|156538.8125|174612.9375	37.146719977		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	300.	18.75	1000000	17987|36200|54606|72951|91324|109073|127148|144761|163553|182397	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		16909.|34334.|51752.|69386.|86959.|104105.|121514.|138614.|157084.|175470.	38.620893961		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	300.	18.75	1000000	17987|36200|54606|72951|91324|109073|127148|144761|163553|182397	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		16300.9375|33098.8125|49862.5625|66864.9375|83812.875|100364.6875|117124.625|133609.0625|151422.125|169141.5625	40.054654565		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	300.	18.75	1000000	17987|36200|54606|72951|91324|109073|127148|144761|163553|182397	block	1 per confirmed block	none		1123.|2207.|3439.|4452.|5665.|6821.|7965.|8883.|10354.|11234.	41.009140276		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	64	Bₖ with less leader modification with k=64	300.	4.6875	1000000	18231|36424|54315|72945|90964|109715|127490|145245|163008|181663	constant	1 per confirmed pow solution	none		18111.|36154.|53899.|72456.|90379.|109026.|126739.|144457.|162094.|180733.	15.63211169		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	64	Bₖ with less leader modification with k=64	300.	4.6875	1000000	18231|36424|54315|72945|90964|109715|127490|145245|163008|181663	block	1 per confirmed block	none		261.|548.|824.|1070.|1433.|1742.|1923.|2258.|2648.|2825.	16.943375049		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	600.	37.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17827.|36120.|54165.|72658.|90552.|109150.|126631.|145158.|163137.|181722.	39.089334818		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	600.	37.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	discount	1 per confirmed pow solution	none		17471.875|35395.25|53081.875|71227.125|88752.6875|106949.6875|124152.8125|142314.3125|159948.875|178184.5	39.697847701		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	600.	37.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		17412.|35241.|52914.|71112.|88629.|106900.|124128.|142376.|160152.|178615.	40.235449382		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	600.	37.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17089.8125|34585.4375|51930.5625|69804.6875|86981.1875|104875.0625|121849.5625|139754.25|157201.75|175320.375	40.774278685		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	600.	37.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	block	1 per confirmed block	none		1098.|2176.|3323.|4540.|5706.|6749.|8006.|9062.|10176.|11484.	41.244119313		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	16	Bₖ with k=16	600.	37.5	1000000	18166|36278|54576|72855|91116|109361|127116|144784|163633|182115	constant	1 per confirmed pow solution	none		18119.|36157.|54405.|72662.|90818.|109022.|126768.|144384.|163187.|181630.	45.141978607		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	16	Bₖ with k=16	600.	37.5	1000000	18166|36278|54576|72855|91116|109361|127116|144784|163633|182115	block	1 per confirmed block	none		1157.|2302.|3407.|4521.|5674.|6729.|8050.|9034.|10032.|11416.	46.292409048		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	16	Bₖ with k=16	60.	3.75	1000000	18180|36398|53983|72652|91093|109377|127644|145218|163923|181532	constant	1 per confirmed pow solution	none		17574.|35338.|52270.|70457.|88528.|106360.|124241.|141260.|159601.|176899.	47.335241875		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	16	Bₖ with k=16	60.	3.75	1000000	18180|36398|53983|72652|91093|109377|127644|145218|163923|181532	block	1 per confirmed block	none		1104.|2201.|3251.|4328.|5545.|6540.|7813.|8864.|10122.|11015.	49.264229176		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	16	Bₖ with k=16	30.	1.875	1000000	18003|36254|54426|72972|91252|108973|127784|145269|163296|181771	constant	1 per confirmed pow solution	none		16846.|34191.|51241.|68832.|86162.|103017.|120971.|137713.|154998.|172957.	48.613274991		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	16	Bₖ with k=16	30.	1.875	1000000	18003|36254|54426|72972|91252|108973|127784|145269|163296|181771	block	1 per confirmed block	none		1032.|2029.|3224.|4255.|5421.|6359.|7492.|8696.|9810.|10865.	51.0905039		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	64	Bₖ with less leader modification with k=64	30.	0.46875	1000000	17938|36290|54451|72921|91483|109039|127283|144592|163720|182283	constant	1 per confirmed pow solution	none		16641.|33588.|50546.|67932.|85402.|102094.|119330.|136240.|154595.|172641.	20.036876417		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	64	Bₖ with less leader modification with k=64	30.	0.46875	1000000	17938|36290|54451|72921|91483|109039|127283|144592|163720|182283	block	1 per confirmed block	none		179.|356.|585.|925.|1224.|1532.|1857.|2215.|2698.|3101.	21.514389697		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	64	Bₖ with less leader modification with k=64	600.	9.375	1000000	17980|36270|54567|73043|91481|109077|127234|144580|163588|182180	constant	1 per confirmed pow solution	none		17898.|36155.|54367.|72806.|91169.|108742.|126854.|144197.|163127.|181677.	19.381522084		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	64	Bₖ with less leader modification with k=64	600.	9.375	1000000	17980|36270|54567|73043|91481|109077|127234|144580|163588|182180	block	1 per confirmed block	none		286.|576.|884.|1136.|1474.|1694.|1943.|2231.|2496.|2858.	22.60342579		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	64	Bₖ with less leader modification with k=64	60.	0.9375	1000000	18140|36381|54427|72608|91365|109425|127593|144891|163218|181952	constant	1 per confirmed pow solution	none		17479.|35062.|52485.|70113.|88344.|105931.|123698.|140689.|158652.|177275.	26.071805312		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	64	Bₖ with less leader modification with k=64	60.	0.9375	1000000	18140|36381|54427|72608|91365|109425|127593|144891|163218|181952	block	1 per confirmed block	none		226.|428.|724.|998.|1301.|1547.|1951.|2271.|2672.|3034.	29.201375873		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	64	Bₖ with less leader modification with k=64	120.	1.875	1000000	17987|36200|54606|72951|91324|109073|127148|144761|163553|182397	constant	1 per confirmed pow solution	none		17627.|35568.|53676.|71793.|89963.|107342.|125271.|142753.|161248.|180039.	30.757306729		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	64	Bₖ with less leader modification with k=64	120.	1.875	1000000	17987|36200|54606|72951|91324|109073|127148|144761|163553|182397	block	1 per confirmed block	none		259.|478.|788.|1079.|1382.|1639.|1951.|2275.|2562.|2982.	33.853806378		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	32	Bₖ with k=32	60.	1.875	1000000	18047|36142|54601|72143|91213|109195|127294|145579|163564|182222	constant	1 per confirmed pow solution	none		17476.|35048.|52921.|70086.|88556.|106085.|123709.|141646.|159253.|177604.	54.449131851		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	32	Bₖ with k=32	60.	1.875	1000000	18047|36142|54601|72143|91213|109195|127294|145579|163564|182222	block	1 per confirmed block	none		480.|1074.|1640.|2219.|2778.|3355.|3867.|4424.|5071.|5479.	55.939353709		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	120.	7.5	1000000	17887|36143|54464|72747|91110|109366|127174|145415|163611|182083	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17554.|35499.|53526.|71553.|89687.|107707.|125306.|143419.|161467.|179802.	53.562375528		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	120.	7.5	1000000	17887|36143|54464|72747|91110|109366|127174|145415|163611|182083	discount	1 per confirmed pow solution	none		15965.75|32302.5|48727.5625|65192.9375|81729.5625|98154.5|114220.1875|130767.0625|147266.4375|163998.5	55.376670681		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	120.	7.5	1000000	17887|36143|54464|72747|91110|109366|127174|145415|163611|182083	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		15597.|31654.|47950.|64561.|81143.|97864.|114068.|131405.|148183.|165900.	56.790980338		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	120.	7.5	1000000	17887|36143|54464|72747|91110|109366|127174|145415|163611|182083	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		14282.375|28991.5625|43926.25|59168.625|74375.6875|89657.|104528.5|120410.0625|135826.3125|152030.6875	58.062753229		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	120.	7.5	1000000	17887|36143|54464|72747|91110|109366|127174|145415|163611|182083	block	1 per confirmed block	none		1049.|2101.|3234.|4431.|5625.|6728.|7873.|8973.|10139.|11442.	58.95262251		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	30.	1.875	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		16524.|33695.|50615.|68187.|85170.|102967.|119782.|137710.|154866.|173284.	55.814588485		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	30.	1.875	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	discount	1 per confirmed pow solution	none		12241.75|25017.5625|37622.4375|50737.875|63395.0625|76683.0625|89350.375|102785.6875|115702.5|129614.6875	57.857182332		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	30.	1.875	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		11109.|22966.|35131.|48447.|61418.|75769.|89210.|104036.|119145.|135920.	59.273881255		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	30.	1.875	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		8369.75|17357.75|26556.8125|36621.25|46399.6875|57223.3125|67466.3125|78679.4375|90130.9375|102845.5625	60.721586804		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	30.	1.875	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	block	1 per confirmed block	none		923.|1887.|2970.|4173.|5213.|6365.|7408.|8580.|9972.|11434.	61.946550894		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	60.	3.75	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17210.|34991.|52490.|70588.|87930.|106342.|123337.|141563.|159229.|177664.	56.5213433		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	60.	3.75	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	discount	1 per confirmed pow solution	none		14452.1875|29404.1875|44156.5625|59429.5625|74073.625|89558.125|103965.|119365.375|134351.5|149978.875	58.417239805		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	60.	3.75	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		13820.|28220.|42735.|58218.|72876.|88889.|103766.|120130.|136429.|153652.	59.761146767		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	60.	3.75	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		11735.125|23981.9375|36342.9375|49516.5625|62002.75|75562.75|88266.25|102173.625|116031.5|130704.625	61.179562472		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	16	George's protocol with k=16	60.	3.75	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	block	1 per confirmed block	none		1008.|2102.|3143.|4300.|5472.|6590.|7717.|8871.|10109.|11397.	62.329822655		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	32	Bₖ with k=32	120.	3.75	1000000	18150|36232|54656|72808|90261|109127|127080|145732|163916|182038	constant	1 per confirmed pow solution	none		17844.|35675.|53800.|71659.|88860.|107552.|125347.|143662.|161730.|179727.	60.238629868		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	32	Bₖ with k=32	120.	3.75	1000000	18150|36232|54656|72808|90261|109127|127080|145732|163916|182038	block	1 per confirmed block	none		550.|1117.|1677.|2162.|2723.|3399.|3907.|4449.|5122.|5702.	62.807609763		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	32	Bₖ with k=32	600.	18.75	1000000	17986|36617|54557|72868|90947|108805|127899|145333|163642|181346	constant	1 per confirmed pow solution	none		17940.|36514.|54376.|72618.|90673.|108476.|127533.|144939.|163217.|180802.	58.651569423		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	32	Bₖ with k=32	600.	18.75	1000000	17986|36617|54557|72868|90947|108805|127899|145333|163642|181346	block	1 per confirmed block	none		541.|1133.|1710.|2276.|2833.|3464.|4026.|4415.|5121.|5640.	61.312057095		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	64	Bₖ with k=64	60.	0.9375	1000000	18260|36673|54579|72659|90713|109267|128114|145160|163027|181548	constant	1 per confirmed pow solution	none		17696.|35516.|52834.|70344.|88042.|106153.|124590.|141192.|158857.|177000.	48.383596624		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	64	Bₖ with k=64	60.	0.9375	1000000	18260|36673|54579|72659|90713|109267|128114|145160|163027|181548	block	1 per confirmed block	none		234.|541.|795.|1005.|1296.|1594.|1912.|2309.|2550.|2955.	49.633366277		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	128	Bₖ with less leader modification with k=128	120.	0.9375	1000000	18224|36380|54267|72926|90969|109712|127545|145257|163058|181662	constant	1 per confirmed pow solution	none		17899.|35697.|53280.|71653.|89443.|107957.|125589.|143129.|160785.|179272.	23.15289105		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	128	Bₖ with less leader modification with k=128	120.	0.9375	1000000	18224|36380|54267|72926|90969|109712|127545|145257|163058|181662	block	1 per confirmed block	none		106.|233.|363.|524.|649.|838.|941.|1137.|1377.|1525.	25.77136934		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	32	George's protocol with k=32	600.	18.75	1000000	17926|36220|54466|73085|90959|109230|127194|144814|163824|182282	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17879.|36096.|54281.|72870.|90671.|108938.|126795.|144412.|163407.|181835.	64.233623298		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	32	George's protocol with k=32	600.	18.75	1000000	17926|36220|54466|73085|90959|109230|127194|144814|163824|182282	discount	1 per confirmed pow solution	none		17132.375|34595.1875|52019.4375|69860.|86919.59375|104449.15625|121571.375|138459.65625|156671.09375|174378.125	65.13496664		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	32	George's protocol with k=32	600.	18.75	1000000	17926|36220|54466|73085|90959|109230|127194|144814|163824|182282	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		16871.|34337.|51601.|69459.|86638.|104281.|121585.|138584.|157335.|175365.	65.61712195		
